pair_probability,signal_efficiency,idler_efficiency,fusion_detector_efficiency,full_success_probability,partial_failure_probability,count_rejection_probability,full_success_hidden_error_probability,hidden_error_given_full_success,partial_retained_parity_error_probability,xx_flip_marginal,zz_flip_marginal,max_full_bell_coherence
0.05,0.95,0.85,0.95,0.3974912517535172,0.3986526396123892,0.20385610863409354,0.0005657750291962055,0.0014233647324319993,0.000580693929435925,0.0005657750291962055,0.000580693929435925,1.7583216085774488e-18
0.05,0.95,0.85,0.99,0.4306855195546838,0.43145377891524056,0.13786070153007568,0.0001227356048256469,0.00028497731930377397,0.0003841296802782795,0.0001227356048256469,0.0003841296802782795,1.957903557528817e-18
0.05,0.95,0.95,0.85,0.3240252980934256,0.3246485968124125,0.35132610509416184,0.0004611485304166997,0.0014231868101969543,0.0003116493594932598,0.0004611485304166997,0.0003116493594932598,2.8042409083040156e-18
0.05,0.95,0.95,0.95,0.40398288728810766,0.40437662663641694,0.19164048607547546,0.0001918184316562821,0.0004748182106027757,0.0001968696741544898,0.0001918184316562821,0.0001968696741544898,2.1499542427585925e-18
0.05,0.95,0.95,0.99,0.4383853689491513,0.4386461500554496,0.12296848099539903,4.1645504303244006e-05,9.499747768287062e-05,0.00013039055314898135,4.1645504303244006e-05,0.00013039055314898135,4.3391390747449125e-18
0.05,0.95,0.99,0.85,0.32562720009524676,0.3257525484698218,0.34862025143493147,9.278011987331538e-05,0.0002849274257377055,6.267418728739801e-05,9.278011987331538e-05,6.267418728739801e-05,2.3833561624232363e-18
0.05,0.95,0.99,0.95,0.40659777357202004,0.40667705434041335,0.18672517208756667,3.862383127724173e-05,9.499272693484228e-05,3.9640384196626295e-05,3.862383127724173e-05,3.9640384196626295e-05,7.397724405010923e-18
0.05,0.95,0.99,0.99,0.4414913111445472,0.44154384626618215,0.11696484258927065,8.388290352726039e-06,1.8999899071580272e-05,2.626756081738712e-05,8.388290352726039e-06,2.626756081738712e-05,8.84512694626951e-18
0.05,0.99,0.85,0.85,0.3468419958140612,0.34848829336856885,0.30466971081736993,0.0015388023286786528,0.004436609024426184,0.0008231487772538821,0.0015388023286786528,0.0008231487772538821,3.700723501409501e-18
0.05,0.99,0.85,0.95,0.43068551955468376,0.43145377891524045,0.1378607015300758,0.0006387023247983929,0.0014829900142888308,0.0003841296802782795,0.0006387023247983929,0.0003841296802782795,7.742579162569448e-18
0.05,0.99,0.85,0.99,0.46660717370244315,0.46688567583392826,0.06650715046362854,0.00013854894624886773,0.0002969284530057843,0.00013925106574242023,0.00013854894624886773,0.00013925106574242023,2.6723448689870143e-18
0.05,0.99,0.95,0.85,0.35164683456194046,0.35220386368867335,0.29614930174938614,0.0005214757157725964,0.0014829529645054764,0.0002785145633662272,0.0005214757157725964,0.0002785145633662272,1.0313911588022935e-18
